fid,observationid,categoryid,notes,confidence,userid,created_date,updated_date,huc8,hand,distance,twi,slope
393,393,1,,,,,,16010202,0,0,-1,1.91503644
394,394,10,,,,,,16010202,20.38259315,69.32582855,6.736817837,11.99414921
395,395,10,,,,,,16010202,16.33235359,48.55609894,6.668199539,11.74014759
396,396,8,,,,,,16010202,9.18309021,26.93407631,6.429916859,16.7278347
397,397,5,,,,,,16010202,4.883544922,13.46703815,6.467873096,17.48606491
398,398,4,,,,,,16010202,0,0,7.40021801,5.706861019
399,399,3,,,,,,16010202,0,0,7.40021801,5.706861019
400,400,10,,,,,,16010202,44.86805344,85.17303467,3.52345252,29.64061356
401,401,2,,,,,,16010202,0,0,6.840041637,8.89994812
402,402,10,,,,,,16010202,109.8102722,140.6000061,3.30354476,19.34256935
403,403,1,,,,,,16010202,0,0,9.282836914,9.774600983
404,404,1,,,,,,17060103,0,0,-1,0.00361956
405,405,1,,,,,,17060103,0,0,15.77332401,0.003637682
406,406,5,,,,,,17060103,4.694534302,77.41610718,9.551657677,1.862057447
407,407,10,,,,,,17060103,115.9303818,470.9038086,6.014545918,14.6659584
408,408,1,,,,,,17060103,0,0,-1,0.004949921
409,409,10,,,,,,17060103,284.8135376,523.0142822,7.380203724,4.117411613
410,410,10,,,,,,17060103,250.1339874,379.7473755,4.311062336,6.581396103
411,411,3,,,,,,17060103,3.421670437,31.01419449,4.874585152,0.994948268
412,412,3,,,,,,17060103,2.124712229,34.40716171,6.600301743,2.902086496
413,413,2,,,,,,17060103,0,0,11.04748058,1.026920557
414,414,2,,,,,,17060103,0.329990059,8.601790428,10.1694603,1.404772401
415,415,4,,,,,,17060103,4.214957714,68.81432343,6.094414234,0.119317561
416,416,5,,,,,,17060103,5.547231674,131.0185699,-1,0.497657925
417,417,3,,,,,,17060103,60.71651459,12.16476822,13.1469717,16.62056541
418,418,1,,,,,,17060103,27.38982773,17.20358086,13.70846653,15.15647888
419,419,5,,,,,,17060103,2.635954857,85.15338135,9.594584465,0.872435153
420,420,5,,,,,,17060103,1.349303007,50.15662003,13.78017235,0.206893608
421,421,4,,,,,,17060103,2.770341635,43.00894928,6.569149017,0.444887966
422,422,1,,,,,,17060103,0,0,-1,0.823423088
423,423,1,,,,,,17060103,0,0,4.062028885,5.077235222
424,424,1,,,,,,17060103,0,0,4.45554781,5.431516171
425,425,5,,,,,,17060103,0.834350586,12.16476822,6.970075607,8.356324196
426,426,4,,,,,,17060103,4.380827904,38.46837616,6.17412281,4.089706898
427,427,5,,,,,,17060103,2.457807779,35.46609116,6.83309269,4.850827694
428,428,4,,,,,,17060103,0.985104024,17.20358086,4.99413538,3.240632534
429,429,1,,,,,,17060103,0,0,3.419202566,4.070418835
430,430,10,,,,,,17060103,8.442459106,25.80537033,4.818408489,40.21091461
431,431,10,,,,,,17060103,8.778346062,24.32953644,5.251693726,7.27548027
432,432,6,,,,,,17060103,7.923017025,94.61968994,9.300815582,2.662678003
433,433,6,,,,,,17060103,10.69607544,67.18213654,5.081902027,31.56036377
434,434,6,,,,,,17060103,6.482452393,38.46837616,4.183376312,16.90612602
435,435,6,,,,,,17060103,4.842938423,147.2389374,8.413020134,4.024796009
436,436,5,,,,,,17060103,7.61419487,60.21253204,5.192802906,1.682817698
437,437,5,,,,,,17060103,0.430114746,34.40716171,7.873588562,2.704324484
438,438,1,,,,,,17060103,0,0,4.749951363,1.820035458
439,439,1,,,,,,17060103,0,0,3.609922171,5.119495392
440,440,1,,,,,,17060103,0.353927612,8.601790428,6.174159527,3.782362938
441,441,10,,,,,,17060103,44.70204926,87.72138977,4.155835629,38.5365715
442,442,6,,,,,,17060103,2.332176685,31.01419449,8.445195198,7.230653763
443,443,6,,,,,,17060103,8.001525879,92.64411163,4.369716644,23.99458885
444,444,1,,,,,,17060103,0,0,4.160588264,2.705633879
445,445,1,,,,,,17060103,0,0,5.375986099,0.914357841
446,446,3,,,,,,17060103,0.401931763,8.601790428,-1,2.386320353
447,447,3,,,,,,17060103,0,8.601790428,-1,4.229914665
448,448,5,,,,,,17060103,0.872635305,27.20125008,15.10948849,0.837634087
449,449,5,,,,,,17060103,1.943710327,65.50928497,12.06586456,0.380521208
450,450,1,,,,,,17060103,0,0,4.209729195,2.554252863
451,451,5,,,,,,17060103,7.689001083,43.00894928,3.215850592,9.420660019
452,452,5,,,,,,17060103,0.89939785,25.80537033,10.18988514,1.128479719
453,453,5,,,,,,17060103,2.812678576,73.99539948,14.94118118,0.235316113
454,454,5,,,,,,17060103,20.10835266,100.3132401,3.896140814,41.97327423
455,455,6,,,,,,17060103,5.25637579,115.4051208,6.374709129,35.69192505
456,456,1,,,,,,17060103,0,0,3.813177347,48.01105118
457,457,1,,,,,,17060103,0,0,3.839283466,26.74698067
458,458,2,,,,,,17060103,1.38092041,17.20358086,4.686902523,0.720474005
459,459,3,,,,,,17060103,1.574798584,43.00894928,5.677189827,2.329425812
460,460,4,,,,,,17060103,3.818995237,94.61968994,6.233680725,2.701575279
461,461,4,,,,,,17060103,4.169071198,60.21253204,13.88072777,0.553721964
462,462,10,,,,,,17060103,69.27994537,60.21253204,4.911833763,9.669920921
463,463,10,,,,,,17060103,52.334095,226.277771,4.327027321,22.84757233
464,464,10,,,,,,17060103,37.74039078,43.00894928,2.977144003,35.97231674
465,465,6,,,,,,17060103,7.520454407,137.6286469,7.107174873,3.223617077
466,466,6,,,,,,17060103,7.054522514,141.8643646,6.342116833,6.826571941
467,467,6,,,,,,17060103,3.800381899,8.601790428,7.975674629,16.93963242
468,468,6,,,,,,17060103,12.81561279,57.70256042,4.089300156,37.09117508
469,469,1,,,,,,17060103,0,0,7.356070042,1.510159731
470,470,1,,,,,,17060103,0.235412598,8.601790428,6.409176826,3.19840765
471,471,4,,,,,,17060103,0.251037598,27.20125008,5.403093815,1.058161139
472,472,4,,,,,,17060103,1.491577148,24.32953644,-1,2.434737682
473,473,3,,,,,,17060103,0,17.20358086,-1,4.333881855
474,474,3,,,,,,17060103,6.655212402,12.16476822,7.203934669,5.451550484
475,475,1,,,,,,17060103,0,0,6.374279976,7.476135254
476,476,6,,,,,,17060103,8.574249268,146.4832153,5.920925617,11.71800232
477,477,6,,,,,,17060103,9.717468262,121.6476822,8.512420654,8.918542862
478,478,10,,,,,,17060103,25.73022461,189.4347687,5.09473896,24.2991581
479,479,4,,,,,,17060103,3.104004383,34.40716171,7.259365559,2.455140352
480,480,5,,,,,,17060103,1.991864443,91.43828583,6.132240295,5.705688
481,481,2,,,,,,17060103,2.015136719,31.01419449,6.605987549,7.477632999
482,482,2,,,,,,17060103,0,0,-1,0.798695087
483,483,1,,,,,,17060103,0,0,6.278777122,7.357873917
484,484,10,,,,,,17060103,4.720924377,12.16476822,5.267468929,18.90334702
485,485,10,,,,,,17060103,0,0,6.278777122,7.357873917
486,486,2,,,,,,17060103,0.409031838,8.601790428,5.339812279,0.811802745
487,487,1,,,,,,17060103,0,0,8.734724045,4.03597641
488,488,2,,,,,,17060103,1.89606154,19.23418808,8.655927658,5.509088993
489,489,2,,,,,,17060103,3.966428757,43.00894928,-1,0.640441835
490,490,2,,,,,,17060103,0,0,9.424276352,2.779416323
491,491,6,,,,,,17060103,3.2926054,31.01419449,9.320504189,7.933730125
492,492,6,,,,,,17060103,6.757743359,48.65907288,7.136024475,11.34674931
493,493,10,,,,,,17060103,21.59826469,73.99539948,4.676151752,27.61527824
494,494,8,,,,,,17060103,8.411392212,43.00894928,8.160778046,24.58856201
495,495,10,,,,,,17060103,75.98932648,140.0269928,3.058242321,23.24493599
496,496,1,,,,,,17060103,0,0,10.79952145,4.746566772
497,497,10,,,,,,17060103,1.371187091,8.601790428,8.378789902,7.233361244
498,498,3,,,,,,17060103,7.540980339,43.86069489,8.291350365,0.018778257
499,499,3,,,,,,17060103,8.571435928,57.70256042,7.083695412,3.669268608
500,500,10,,,,,,17060103,9.955194473,69.34985352,5.624800205,10.69695854
501,501,10,,,,,,17060103,48.35360718,138.9661713,2.622831345,12.74421501
502,502,1,,,,,,17060103,0,0,6.598941326,8.455562592
503,503,10,,,,,,17060103,3.528994322,8.601790428,5.007686138,26.16110802
504,504,10,,,,,,17060103,11.9488802,95.00987244,4.91238451,28.19617653
505,505,3,,,,,,17060103,4.756803036,8.601790428,-1,5.685855389
506,506,3,,,,,,17060103,0.24307251,35.46609116,7.695184231,8.854406357
507,507,5,,,,,,17060103,4.756803036,77.89253235,-1,5.928890705
508,508,1,,,,,,17060103,0,0,6.203231335,8.336255074
509,509,1,,,,,,17060103,0,0,9.346232414,6.602118492
510,510,1,,,,,,17060103,0,0,7.797078609,9.665920258
511,511,1,,,,,,17060103,0,0,15.58215046,4.413412571
512,512,6,,,,,,17060103,21.34305382,51.61074066,4.986957073,21.47086334
513,513,4,,,,,,17060103,5.052037239,17.20358086,6.448658943,16.20524788
514,514,1,,,,,,17060103,0,0,18.53813934,2.57475996
515,515,4,,,,,,17060103,4.878967285,17.20358086,8.010976791,14.39389229
516,516,1,,,,,,17060103,0,0,16.66756058,2.021435738
517,517,3,,,,,,17060103,2.275878906,8.601790428,6.481122971,19.3763504
518,518,6,,,,,,17060103,3.829072237,12.16476822,6.037782669,20.02535629
519,519,6,,,,,,17060103,1.976273775,12.16476822,9.722846985,8.97308445
520,520,6,,,,,,17060103,1.763005376,8.601790428,7.521681786,9.385347366
521,521,10,,,,,,17060103,21.76039696,43.00894928,5.430946827,21.9382267
522,522,10,,,,,,17060103,12.6724577,50.15662003,6.593653202,12.78914261
523,523,10,,,,,,17060103,103.3650589,275.2572937,4.188536644,12.56198883
524,524,1,,,,,,17060103,0,0,16.59383202,3.946602583
525,525,3,,,,,,17060103,0.803826869,8.601790428,7.510292053,8.364340782
526,526,3,,,,,,17060103,4.913272381,17.20358086,8.568031311,17.23226166
527,527,6,,,,,,17060103,16.25315475,46.32205582,7.972905159,16.77739334
528,528,10,,,,,,17060103,35.08389282,116.9970016,9.935069084,3.780547142
529,529,6,,,,,,17060103,12.14369392,57.70256042,6.033198833,14.3976202
530,530,4,,,,,,17060103,4.099768639,24.32953644,6.460411072,8.742819786
531,531,4,,,,,,17060103,4.705423832,46.32205582,10.53327656,6.099375725
532,532,4,,,,,,17060103,0.000183105,8.601790428,15.04346848,0.0051811
533,533,1,,,,,,17060103,0,0,-1,0.349411428
534,534,5,,,,,,17060103,1.706512451,55.07833481,6.257362366,10.28041363
535,535,6,,,,,,17060103,15.10574341,115.4051208,5.515514374,15.29077053
536,536,10,,,,,,17060103,48.48003387,65.50928497,3.674500465,44.61410522
537,537,10,,,,,,17060103,27.08609009,138.699707,4.765554905,24.14511681
538,538,10,,,,,,17060103,21.32208252,73.99539948,4.029516697,23.93867493
539,539,1,,,,,,17060103,0,0,14.6031065,8.041722298
540,540,4,,,,,,17060103,5.139260769,12.16476822,5.295571327,13.02208138
541,541,1,,,,,,17060103,21.32208252,73.99539948,4.029516697,23.93867493
542,542,1,,,,,,17060103,0,0,9.440434456,5.542758942
543,543,2,,,,,,17060103,0.416656494,8.601790428,5.171523094,2.651178598
544,544,2,,,,,,17060103,1.2904073,12.16476822,13.18756008,4.596286774
545,545,2,,,,,,17060103,0,0,4.615025997,20.3573513
546,546,2,,,,,,17060103,0.302490234,19.23418808,8.901139259,3.786082029
547,547,2,,,,,,17060103,3.513596535,51.61074066,6.47094965,7.976166248
548,548,2,,,,,,17060103,2.242142677,8.601790428,7.497292995,0.666342199
549,549,1,,,,,,17060103,0,0,-1,0.00890824
550,550,1,,,,,,17060103,0,0,-1,1.48067534
551,551,5,,,,,,17060103,14.76176548,77.41610718,3.651637793,32.8527565
552,552,10,,,,,,17060103,34.37306213,103.2214813,3.811458588,38.41991425
553,553,1,,,,,,17060103,0,0,6.25326252,3.233537436
554,554,2,,,,,,17060103,2.431106091,19.23418808,8.281885147,4.335153103
555,555,3,,,,,,17060103,5.832606792,54.40250015,10.30967045,7.595862389
556,556,3,,,,,,17060103,0.567596436,24.32953644,-1,3.034372568
557,557,5,,,,,,17060103,3.458251715,48.65907288,9.40994072,13.7327795
558,558,10,,,,,,17060103,31.68856239,111.8232727,4.873650074,29.39196587
559,559,10,,,,,,17060103,17.51193237,72.98860931,4.233027935,38.40359116
560,560,1,,,,,,17060103,0,0,8.139093399,8.695539474
561,561,1,,,,,,17060103,0,0,7.330935001,20.65660286
562,562,10,,,,,,17060103,20.61944962,31.01419449,5.308716774,34.29909897
563,563,1,,,,,,17060103,9.272587776,8.601790428,4.917176247,34.68448257
564,564,8,,,,,,17060103,26.9792614,31.01419449,4.758215904,36.76550293
565,565,10,,,,,,17060103,72.76810455,91.43828583,4.857479095,21.89634705
566,566,2,,,,,,17060103,0.70324707,17.20358086,8.663788795,1.338123322
567,567,3,,,,,,17060103,1.862374663,43.00894928,6.909124374,1.584081411
568,568,4,,,,,,17060103,0,0,6.638240337,1.472831368
569,569,2,,,,,,17060103,0.697852433,8.601790428,7.385718346,1.020032644
570,570,2,,,,,,17060103,1.403577328,19.23418808,7.797986507,4.282160282
571,571,2,,,,,,17060103,0.80257982,19.23418808,10.17844296,1.249668717
572,572,4,,,,,,17060103,2.246907711,54.40250015,9.412430763,1.848429084
573,573,4,,,,,,17060103,5.15296793,38.46837616,7.128254414,2.906253338
574,574,6,,,,,,17060103,7.074067116,8.601790428,8.147872925,2.665387392
575,575,6,,,,,,17060103,10.52115917,19.23418808,6.280192852,38.41551971
576,576,3,,,,,,17060103,0.493722439,19.23418808,10.71997261,0.834275424
577,577,10,,,,,,17060103,22.3622818,19.23418808,4.792016983,33.70818329
578,578,10,,,,,,17060103,23.62993431,38.46837616,4.468049526,24.4015789
579,579,5,,,,,,17060103,54.29851532,77.41610718,4.415123463,35.66172409
580,580,10,,,,,,17060103,66.46401978,55.07833481,3.696398258,43.51144791
581,581,1,,,,,,17060103,0,0,-1,2.450111389
582,582,5,,,,,,17060103,2.68387723,25.80537033,7.407512188,5.782923698
583,583,5,,,,,,17060103,4.519171238,34.40716171,5.941795826,8.186033249
584,584,3,,,,,,17060103,0,0,9.595783234,4.231737614
585,585,3,,,,,,17060103,0.779418945,8.601790428,-1,2.271968126
586,586,2,,,,,,17060103,6.168690681,8.601790428,4.641606331,38.59199905
587,587,6,,,,,,17060103,1.445080876,8.601790428,6.828122139,8.679256439
588,588,6,,,,,,17060103,8.061929703,50.15662003,5.637089729,33.4937706
589,589,1,,,,,,17060103,0,0,-1,1.270443559
590,590,1,,,,,,17060103,0,0,5.655526638,15.96782494
591,591,5,,,,,,17060103,0,0,7.82638979,7.860023975
592,592,5,,,,,,17060103,6.167329311,17.20358086,6.339599609,24.68004227
593,593,10,,,,,,17060103,24.87852478,43.00894928,5.607021332,33.35303116
594,594,6,,,,,,17060103,12.11626244,25.80537033,5.850734234,30.25386429
595,595,6,,,,,,17060103,1.907360673,17.20358086,7.412336349,7.820394039
596,596,10,,,,,,17060103,15.40949821,43.00894928,5.27693224,35.20937729
597,597,5,,,,,,17060103,1.348369479,17.20358086,9.17072773,4.029783726
598,598,1,,,,,,17060103,0,0,7.446438313,5.473329544
599,599,3,,,,,,17060103,0,0,-1,2.491358042
600,600,6,,,,,,17060103,3.700991392,17.20358086,6.604774475,11.79206944
601,601,4,,,,,,17060103,2.779578209,17.20358086,7.316391468,8.27900219
602,602,6,,,,,,17060103,12.19718933,43.00894928,5.29786396,36.48608017
603,603,10,,,,,,17060103,5.691640377,25.80537033,6.896108627,19.02185822
604,604,10,,,,,,17060103,42.67381668,77.41610718,4.970377445,33.24369812
605,605,1,,,,,,10190010,2.85488987,13.9872179,5.984081745,10.49108791
606,606,1,,,,,,10190010,0,0,10.47558117,2.197147131
607,607,8,,,,,,10190010,56.04679871,364.7420349,4.851785183,19.8312149
608,608,1,,,,,,10190010,0,0,8.388706207,3.339929581
609,609,1,,,,,,10190010,0,0,-1,1.848476052
610,610,2,,,,,,10190010,0,0,-1,1.417887568
611,611,2,,,,,,10190010,0,0,-1,2.465873003
612,612,1,,,,,,10190010,2.288233519,9.8904562,5.590744972,11.28061581
613,613,8,,,,,,10190010,17.0318737,66.34719849,5.637600899,12.83872604
614,614,10,,,,,,10190010,25.4088192,140.569809,5.923376083,16.61377335
615,615,10,,,,,,10190010,49.76385117,244.2762451,5.115068436,20.84551811
616,616,1,,,,,,10190010,0,0,-1,0.042307809
617,617,1,,,,,,10190010,0,0,-1,0.002037371
618,618,1,,,,,,10190010,0,0,10.36061764,0.169711098
619,619,1,,,,,,10190010,0,0,-1,0.031752199
620,623,1,,,,,,10190010,0.394190252,13.9872179,5.727729797,1.373735785
621,624,1,,,,,,10190010,0,0,7.72593832,0.735064387
622,625,1,,,,,,10190010,0.347915053,9.8904562,6.416779041,2.281999111
623,627,1,,,,,,10190010,0.959443212,9.8904562,6.227626324,7.152026176
624,630,2,,,,,,10190010,1.867675781,19.7809124,5.324251175,16.50109291
625,631,2,,,,,,10190010,1.082277656,9.8904562,8.34695816,8.392175674
626,632,1,,,,,,10190010,0,9.8904562,-1,3.007490158
627,633,1,,,,,,10190010,0.183740973,9.8904562,9.295305252,2.205458641
628,635,10,,,,,,10190010,35.70602036,119.0968704,4.153441906,17.85987282
629,636,10,,,,,,10190010,12.67949581,128.95578,6.26732111,3.978899002
630,637,10,,,,,,10190010,9.671423912,132.694397,5.765509605,6.203085423
631,638,10,,,,,,10190010,8.047064781,128.5759277,8.034888268,1.648543715
632,639,10,,,,,,10190010,7.39281559,120.3225937,5.877599716,8.482446671
633,640,10,,,,,,10190010,15.8392601,91.18550873,3.839928865,4.605286121
634,641,10,,,,,,10190010,11.94799137,138.8191681,4.413765907,15.90327644
635,642,10,,,,,,10190010,27.37402534,305.3252869,5.288759708,8.91850853
636,643,10,,,,,,10190010,28.06615639,388.8848877,5.2706213,6.63941288
637,644,1,,,,,,10190010,0,0,15.78019714,1.135724664
638,645,10,,,,,,10190010,16.62896729,375.9674988,6.962073803,5.207937717
639,646,10,,,,,,10190010,18.80328369,474.8449402,6.381911278,5.354755402
640,647,10,,,,,,10190010,17.4028244,185.8248138,4.34358263,8.143515587
641,648,1,,,,,,10190010,0.30507654,9.8904562,6.680943489,1.095359325
642,649,1,,,,,,10190010,0,0,-1,0.4801296
643,650,1,,,,,,10190010,0.280517578,9.8904562,7.145532131,2.131217003
644,651,1,,,,,,10190010,0.810058594,13.9872179,7.305583954,3.211338043
645,652,1,,,,,,10190010,0.772808969,13.9872179,7.044692993,3.085356474
646,653,1,,,,,,10190010,0.56433326,9.8904562,7.140717506,2.76324892
647,654,8,,,,,,10190010,7.897644043,31.27636909,4.613445282,6.754303455
648,655,1,,,,,,10190010,2.135471582,22.1157341,6.401877403,4.753683567
649,656,1,,,,,,10190010,1.030946493,9.8904562,5.735544205,6.054460049
650,657,1,,,,,,10190010,0,0,-1,0.686543226
651,658,1,,,,,,10190010,0.2890625,9.8904562,-1,0.648994088
652,659,1,,,,,,10190010,0.127929702,9.8904562,-1,0.536851943
653,660,1,,,,,,10190010,0,0,-1,1.449866056
654,661,1,,,,,,10190010,0,0,-1,1.561216235
655,662,1,,,,,,10190010,3.859769821,9.8904562,5.074471951,14.75619221
656,663,1,,,,,,10190010,0.588703156,13.9872179,6.63146925,1.97927475
657,664,1,,,,,,10190010,0,0,9.3160429,2.767612457
658,665,1,,,,,,10190010,0,0,-1,1.280459881
659,666,1,,,,,,10190010,0.14453125,9.8904562,9.567584991,1.647310257
660,667,1,,,,,,10190010,0.762082994,13.9872179,8.649291992,3.296228409
661,668,1,,,,,,10190010,0,0,-1,0.534882128
662,669,10,,,,,,10190010,55.92129135,260.1772766,3.938027382,18.38555908
663,670,1,,,,,,10190010,1.786884069,9.8904562,4.589632988,7.43400526
664,671,1,,,,,,10190010,1.742271185,9.8904562,6.495115757,8.154860497
665,672,1,,,,,,10190010,0,0,7.66455555,1.4954983
666,673,1,,,,,,10190010,1.081367373,13.9872179,7.15725708,4.290041447
667,674,1,,,,,,10190010,1.160305262,9.8904562,8.367928505,5.777140141
668,675,1,,,,,,10190010,0,0,-1,2.075114727
669,676,1,,,,,,10190010,0.982809782,13.9872179,7.247718811,3.228687286
670,677,1,,,,,,10190010,0,0,9.420012474,1.379982114
671,678,1,,,,,,10190010,0.673095644,13.9872179,6.232615948,1.598080873
672,679,1,,,,,,10190010,0.3671875,9.8904562,9.38074398,2.23683238
673,680,1,,,,,,10190010,0.044271305,9.8904562,12.13228416,0.356998026
674,681,1,,,,,,10190010,0.941378891,9.8904562,7.871656418,3.477123499
675,682,1,,,,,,10190010,1.705437779,27.97443581,8.158625603,2.354153633
676,683,1,,,,,,10190010,0.937579513,9.8904562,5.617378235,4.721307278
677,684,1,,,,,,10190010,0.820204318,9.8904562,7.703587532,3.455600739
678,685,8,,,,,,10190010,40.01662445,134.5247498,8.178874016,1.929111123
679,686,8,,,,,,10190010,42.05594635,81.55879211,-1,2.100351095
680,687,1,,,,,,10190010,1.967123389,19.7809124,-1,0.208524853
681,688,1,,,,,,10190010,0,0,-1,0.150979057
682,689,1,,,,,,10190010,1.931941748,19.7809124,-1,0.219069704
683,690,4,,,,,,10190010,4.791150093,173.0123291,-1,0.166587368
684,691,4,,,,,,10190010,4.601433754,429.4098816,-1,0.162822887
685,692,4,,,,,,10190010,5.817532063,505.2852173,-1,0.122253843
686,693,3,,,,,,10190010,5.645851612,29.67136955,9.732729912,0.212174058
687,694,2,,,,,,10190010,3.72487092,29.67136955,-1,0.161612779
688,695,8,,,,,,10190010,-3.40E+38,646.5969238,-1,2.025831699
689,696,8,,,,,,10190010,-3.40E+38,805.0248413,-1,1.732754588
690,697,1,,,,,,5020004,0,0,4.711517811,6.307637215
691,698,1,,,,,,5020004,0.625279963,9.87107563,9.137539864,9.922081947
692,699,1,,,,,,5020004,0,0,5.277922153,4.563659191
693,700,1,,,,,,5020004,0,0,4.860016823,4.136690617
694,701,2,,,,,,5020004,0,0,7.952192307,2.934318304
695,702,10,,,,,,5020004,0.368425936,9.87107563,7.843845844,1.572434783
696,703,10,,,,,,5020004,0,0,4.971714973,4.231062889
697,704,2,,,,,,5020004,0,0,9.401209831,3.611887217
698,620,3,,,,,,10190010,0,0,8.009737015,0.099486284
699,705,2,,,,,,5020004,0,0,8.83071804,5.077504635
700,706,1,,,,,,5020004,0,0,-1,1.903004169
701,707,10,,,,,,5020004,3.70373559,19.74215126,7.997263432,14.05422974
702,708,1,,,,,,5020004,0,0,-1,4.906025887
703,709,10,,,,,,5020004,6.805147171,27.9196167,5.518262863,11.30725479
704,710,10,,,,,,5020004,5.031322479,9.87107563,6.899429798,22.50855064
705,711,1,,,,,,5020004,0,0,-1,13.7563467
706,712,1,,,,,,5020004,0,0,-1,9.542347908
707,713,1,,,,,,5020004,0,0,6.822102547,11.02866554
708,714,1,,,,,,5020004,0,0,-1,1.984852791
709,715,10,,,,,,5020004,34.41887283,66.21718597,7.808300018,16.51099777
710,716,10,,,,,,5020004,8.492763519,35.59067154,6.234664917,20.60248375
711,717,1,,,,,,5020004,0,0,-1,3.499368906
712,718,1,,,,,,16010202,0,0,-1,0
713,719,1,,,,,,16010202,0,0,-1,0.000339562
714,720,1,,,,,,16010202,0,0,7.529184341,0.270981878
715,721,10,,,,,,16010202,46.39863586,536.1505127,5.239583492,3.634552479
716,722,10,,,,,,16010202,42.94180298,192.583374,4.574564934,2.365680933
717,723,2,,,,,,16010202,0.057861328,108.5747375,-1,0.814240217
718,724,2,,,,,,16010202,0.136962891,85.70371246,-1,0.670612454
719,725,3,,,,,,16010202,1.270752072,123.7942505,6.979042053,0.209271625
720,726,10,,,,,,16010202,41.70694351,392.6282959,4.590560436,6.404252052
721,727,10,,,,,,16010202,44.94116211,399.9506531,4.234815598,3.834989309
722,728,10,,,,,,16010202,25.23684502,196.0830536,8.02094841,1.067684174
723,729,10,,,,,,16010202,10.44822311,98.04152679,4.043065071,7.119803429
724,730,10,,,,,,16010202,24.77713394,111.0520477,2.045646429,21.7694912
725,731,2,,,,,,16010202,1.171020508,214.8404236,11.46706104,0.2659944
726,732,3,,,,,,16010202,2.069458961,162.7228394,-1,0.072657451
727,733,1,,,,,,16010202,0,0,6.771167278,0.7327407
728,734,1,,,,,,16010202,0,0,14.00581455,0.201980203
729,735,2,,,,,,16010202,0.778442144,104.7489853,-1,0.04025919
730,736,5,,,,,,16010202,6.56257391,418.129303,7.248101234,0.405052155
731,737,10,,,,,,16010202,36.17131805,228.5432281,8.050997734,12.39885902
732,738,5,,,,,,16010202,4.298095703,552.1486206,9.726155281,0.623764038
733,739,1,,,,,,16010202,0,0,-1,1.997249246
734,740,10,,,,,,16010202,30.1505127,209.4979706,4.935607433,15.04836178
735,741,10,,,,,,16010202,19.00549316,189.7371521,6.241457462,6.540593147
736,742,10,,,,,,16010202,16.31733513,159.6284485,4.775180817,5.451098442
737,743,1,,,,,,16010202,0.382222146,9.522634506,5.976816177,0.299879521
738,745,10,,,,,,16010202,16.796875,363.8593445,5.349488735,2.346064091
739,746,1,,,,,,16010202,0.436767578,19.04526901,-1,5.071425915
740,747,10,,,,,,16010202,139.8135223,256.4047546,4.246391296,15.01520252
741,748,1,,,,,,16010202,0,0,-1,0.569828689
742,749,1,,,,,,16010202,1.912353754,225.748703,12.18239307,0.453112155
743,750,2,,,,,,16010202,1.095703363,145.0444489,11.20381641,0.004753865
744,751,6,,,,,,16010202,5.403076172,528.1414795,8.851676941,1.975563288
745,752,10,,,,,,16010202,11.7154541,626.0362549,7.522072792,3.438618183
746,753,2,,,,,,16010202,2.494873285,345.0559082,10.18120289,0.652838409
747,754,5,,,,,,16010202,0.869042993,60.97461319,12.07221985,0.110035695
748,756,6,,,,,,16010202,0,34.33434677,-1,0
749,757,10,,,,,,16010202,8.092163086,114.6677017,6.040239811,4.322664261
750,758,1,,,,,,16010202,0,0,6.639472008,10.48728561
751,759,6,,,,,,16010202,20.21334839,60.97461319,4.833880424,3.294921637
752,760,10,,,,,,16010202,30.82642555,219.0206146,4.438128948,6.425866127
753,761,10,,,,,,16010202,21.7821064,114.6677017,5.094088554,5.054708481
754,762,6,,,,,,16010202,10.66230965,98.04152679,7.799609184,2.299137354
755,763,8,,,,,,16010202,12.88479805,166.3056641,7.454382896,2.104756832
756,764,10,,,,,,16010202,14.72925472,235.1917267,7.021107674,1.309660554
757,765,10,,,,,,16010202,17.64642525,106.4662933,6.487432957,7.56399107
758,766,10,,,,,,16010202,16.90722656,108.5747375,5.201142788,7.331737041
759,767,1,,,,,,16010202,0,0,14.68957901,1.85076797
760,768,2,,,,,,16010202,2.66670084,74.37415314,8.027125359,1.177445531
761,769,2,,,,,,16010202,1.15409863,38.09053802,-1,1.359003425
762,770,1,,,,,,16010202,0,0,-1,1.014844656
763,771,2,,,,,,16010202,1.69152832,39.26282883,7.934253693,3.196776867
764,772,1,,,,,,16010202,1.055691957,9.522634506,6.485057354,2.843180418
765,774,3,,,,,,16010202,5.359224796,121.2033539,9.214615822,1.993422866
766,775,5,,,,,,16010202,8.054040909,202.4539948,8.28758049,1.615039706
767,776,4,,,,,,16010202,13.45095158,133.3168945,7.274130821,5.993646622
768,777,10,,,,,,16010202,28.31030273,194.2243958,8.697216034,2.158972979
769,778,1,,,,,,16010202,1.370239258,9.522634506,5.534090519,7.316998005
770,779,2,,,,,,16010202,1.730889797,55.52602386,-1,0.90183717
771,780,10,,,,,,16010202,23.37154007,298.8651428,4.938106537,4.426795006
772,781,2,,,,,,16010202,0.617492318,21.29325867,-1,0.998652577
773,782,8,,,,,,16010202,13.48400211,156.1828308,6.78371954,0.220565125
774,783,2,,,,,,16010202,3.432768345,66.65844727,7.701982975,2.394047976
775,784,8,,,,,,16010202,25.8421917,286.4714966,6.799839497,1.553381801
776,785,10,,,,,,16010202,88.26924133,412.2322388,4.880311966,4.702566147
