observationid,HUC8,categoryid,confidence,userid,notes,created_date,updated_date,category_name,StreamOrder,DrainageAreaSqkm,InputZone,HAND,ChannelDist,TWI,Slope
462,17060103,10,,1,,6/29/2021 13:49,6/29/2021 13:49,Upland (non-valley bottom),6,833.0989997,Large,69.27994537,60.21253204,4.911833763,9.669920921
463,17060103,10,,1,,6/29/2021 13:49,6/29/2021 13:49,Upland (non-valley bottom),6,833.0989997,Large,52.334095,226.277771,4.327027321,22.84757233
464,17060103,10,,1,,6/29/2021 13:49,6/29/2021 13:49,Upland (non-valley bottom),6,833.0989997,Large,37.74039078,43.00894928,2.977144003,35.97231674
465,17060103,6,,1,,6/29/2021 13:49,6/29/2021 13:49,Plausible Valley Bottom Extent,6,833.0989997,Large,0,137.6286469,7.107174873,3.223617077
466,17060103,6,,1,,6/29/2021 13:49,6/29/2021 13:49,Plausible Valley Bottom Extent,6,833.0989997,Large,0,141.8643646,6.342116833,6.826571941
467,17060103,6,,1,,6/29/2021 13:49,6/29/2021 13:49,Plausible Valley Bottom Extent,6,830.0163997,Large,0,8.601790428,7.975674629,16.93963242
468,17060103,6,,1,,6/29/2021 13:49,6/29/2021 13:49,Plausible Valley Bottom Extent,1,1.17209999,Large,0,57.70256042,4.089300156,0.17705597
469,17060103,1,,1,,6/29/2021 13:49,6/29/2021 13:49,Estimated Active Channel,6,831.2578997,Large,0,0,7.356070042,1.510159731
470,17060103,1,,1,,6/29/2021 13:49,6/29/2021 13:49,Estimated Active Channel,6,831.2578997,Large,0,8.601790428,6.409176826,3.19840765
471,17060103,4,,1,,6/29/2021 13:49,6/29/2021 13:49,Possible Active Floodplain,6,831.2578997,Large,0,27.20125008,5.403093815,1.058161139
472,17060103,4,,1,,6/29/2021 13:49,6/29/2021 13:49,Possible Active Floodplain,1,1.17209999,Large,0,24.32953644,-1,0.180729538
473,17060103,3,,1,,6/29/2021 13:49,6/29/2021 13:49,Likely Active Floodplain,1,1.17209999,Large,0,17.20358086,-1,0.188891679
474,17060103,3,,1,,6/29/2021 13:49,6/29/2021 13:49,Likely Active Floodplain,2,1.31040001,Large,0,12.16476822,7.203934669,5.451550484
475,17060103,1,,1,,6/29/2021 13:49,6/29/2021 13:49,Estimated Active Channel,5,343.3188,Large,0,0,6.374279976,7.476135254
476,17060103,6,,1,,6/29/2021 13:49,6/29/2021 13:49,Plausible Valley Bottom Extent,5,343.3188,Large,0,146.4832153,5.920925617,11.71800232
477,17060103,6,,1,,6/29/2021 13:49,6/29/2021 13:49,Plausible Valley Bottom Extent,5,343.3188,Large,0,121.6476822,8.512420654,8.918542862
478,17060103,10,,1,,6/29/2021 13:49,6/29/2021 13:49,Upland (non-valley bottom),5,343.3188,Large,25.73022461,189.4347687,5.09473896,24.2991581
479,17060103,4,,1,,6/29/2021 13:49,6/29/2021 13:49,Possible Active Floodplain,5,343.3188,Large,0,34.40716171,7.259365559,2.455140352
480,17060103,5,,1,,6/29/2021 13:49,6/29/2021 13:49,Possible Inactive Floodplain,5,342.6903999,Large,0,91.43828583,6.132240295,5.705688
481,17060103,2,,1,,6/29/2021 13:49,6/29/2021 13:49,Highly Likely Active Floodplain,5,195.2638999,Large,0,31.01419449,6.605987549,7.477632999
482,17060103,2,,1,,6/29/2021 13:49,6/29/2021 13:49,Highly Likely Active Floodplain,5,195.2638999,Large,0,0,-1,0.798695087
483,17060103,1,,1,,6/29/2021 13:49,6/29/2021 13:49,Estimated Active Channel,4,146.3332,Large,0,0,6.278777122,7.357873917
484,17060103,10,,1,,6/29/2021 13:49,6/29/2021 13:49,Upland (non-valley bottom),4,146.3332,Large,4.720924377,12.16476822,5.267468929,18.90334702
485,17060103,10,,1,,6/29/2021 13:49,6/29/2021 13:49,Upland (non-valley bottom),4,146.3332,Large,0,0,6.278777122,7.357873917
486,17060103,2,,1,,6/29/2021 13:53,6/29/2021 13:53,Highly Likely Active Floodplain,5,342.4217999,Large,0,8.601790428,5.339812279,0.811802745
487,17060103,1,,1,,6/29/2021 13:53,6/29/2021 13:53,Estimated Active Channel,4,145.7296,Large,0,0,8.734724045,4.03597641
488,17060103,2,,1,,6/29/2021 13:53,6/29/2021 13:53,Highly Likely Active Floodplain,4,145.7296,Large,0,19.23418808,8.655927658,5.509088993
489,17060103,2,,1,,6/29/2021 13:53,6/29/2021 13:53,Highly Likely Active Floodplain,4,145.7296,Large,0,43.00894928,-1,0.640441835
490,17060103,2,,1,,6/29/2021 13:53,6/29/2021 13:53,Highly Likely Active Floodplain,5,195.2638999,Large,0,0,9.424276352,2.779416323
491,17060103,6,,1,,6/29/2021 13:53,6/29/2021 13:53,Plausible Valley Bottom Extent,5,195.2638999,Large,0,31.01419449,9.320504189,7.933730125
492,17060103,6,,1,,6/29/2021 13:53,6/29/2021 13:53,Plausible Valley Bottom Extent,4,145.7296,Large,0,48.65907288,7.136024475,11.34674931
493,17060103,10,,1,,6/29/2021 13:53,6/29/2021 13:53,Upland (non-valley bottom),4,145.7296,Large,21.59826469,73.99539948,4.676151752,27.61527824
494,17060103,8,,1,,6/29/2021 13:53,6/29/2021 13:53,Very Unlikely Valley Bottom Extent,5,195.2638999,Large,8.411392212,43.00894928,8.160778046,24.58856201
495,17060103,10,,1,,6/29/2021 13:53,6/29/2021 13:53,Upland (non-valley bottom),5,195.2638999,Large,75.98932648,140.0269928,3.058242321,23.24493599
496,17060103,1,,1,,6/29/2021 13:53,6/29/2021 13:53,Estimated Active Channel,4,145.7296,Large,0,0,10.79952145,4.746566772
497,17060103,10,,1,,6/29/2021 13:53,6/29/2021 13:53,Upland (non-valley bottom),4,145.7296,Large,1.371187091,8.601790428,8.378789902,7.233361244
498,17060103,3,,1,,6/29/2021 13:53,6/29/2021 13:53,Likely Active Floodplain,4,145.7296,Large,0,43.86069489,8.291350365,0.018778257
499,17060103,3,,1,,6/29/2021 13:53,6/29/2021 13:53,Likely Active Floodplain,4,145.7296,Large,0,57.70256042,7.083695412,3.669268608
500,17060103,10,,1,,6/29/2021 13:53,6/29/2021 13:53,Upland (non-valley bottom),4,145.7296,Large,9.955194473,69.34985352,5.624800205,10.69695854
501,17060103,10,,1,,6/29/2021 13:53,6/29/2021 13:53,Upland (non-valley bottom),5,192.9288,Large,48.35360718,138.9661713,2.622831345,12.74421501
502,17060103,1,,1,,6/29/2021 13:53,6/29/2021 13:53,Estimated Active Channel,5,192.9288,Large,0,0,6.598941326,8.455562592
503,17060103,10,,1,,6/29/2021 13:53,6/29/2021 13:53,Upland (non-valley bottom),5,192.9288,Large,3.528994322,8.601790428,5.007686138,26.16110802
504,17060103,10,,1,,6/29/2021 13:53,6/29/2021 13:53,Upland (non-valley bottom),5,192.9288,Large,11.9488802,95.00987244,4.91238451,28.19617653
505,17060103,3,,1,,6/29/2021 13:53,6/29/2021 13:53,Likely Active Floodplain,5,192.9288,Large,0,8.601790428,-1,5.685855389
506,17060103,3,,1,,6/29/2021 13:53,6/29/2021 13:53,Likely Active Floodplain,5,192.9288,Large,0,35.46609116,7.695184231,8.854406357
507,17060103,5,,1,,6/29/2021 13:53,6/29/2021 13:53,Possible Inactive Floodplain,5,192.9288,Large,0,77.89253235,-1,5.928890705
508,17060103,1,,1,,6/29/2021 14:08,6/29/2021 14:08,Estimated Active Channel,1,6.07149997,Large,0,0,6.203231335,0.1895594
509,17060103,1,,1,,6/29/2021 14:08,6/29/2021 14:08,Estimated Active Channel,1,6.07149997,Large,0,0,9.346232414,0.193627864
510,17060103,1,,1,,6/29/2021 14:08,6/29/2021 14:08,Estimated Active Channel,1,6.07149997,Large,0,0,7.797078609,0.193787247
511,17060103,1,,1,,6/29/2021 14:08,6/29/2021 14:08,Estimated Active Channel,1,6.07149997,Large,0,0,15.58215046,0.195830211
512,17060103,6,,1,,6/29/2021 14:08,6/29/2021 14:08,Plausible Valley Bottom Extent,1,6.07149997,Large,0,51.61074066,4.986957073,0.201343954
513,17060103,4,,1,,6/29/2021 14:08,6/29/2021 14:08,Possible Active Floodplain,1,6.07149997,Large,0,17.20358086,6.448658943,0.203134581
514,17060103,1,,1,,6/29/2021 14:08,6/29/2021 14:08,Estimated Active Channel,4,22.67629997,Large,0,0,18.53813934,2.57475996
515,17060103,4,,1,,6/29/2021 14:08,6/29/2021 14:08,Possible Active Floodplain,4,22.67629997,Large,0,17.20358086,8.010976791,14.39389229
516,17060103,1,,1,,6/29/2021 14:08,6/29/2021 14:08,Estimated Active Channel,3,11.34050004,Large,0,0,16.66756058,2.021435738
517,17060103,3,,1,,6/29/2021 14:08,6/29/2021 14:08,Likely Active Floodplain,3,11.34050004,Large,0,8.601790428,6.481122971,19.3763504
518,17060103,6,,1,,6/29/2021 14:08,6/29/2021 14:08,Plausible Valley Bottom Extent,3,11.34050004,Large,0,12.16476822,6.037782669,20.02535629
519,17060103,6,,1,,6/29/2021 14:08,6/29/2021 14:08,Plausible Valley Bottom Extent,3,11.34050004,Large,0,12.16476822,9.722846985,8.97308445
520,17060103,6,,1,,6/29/2021 14:08,6/29/2021 14:08,Plausible Valley Bottom Extent,3,11.34050004,Large,0,8.601790428,7.521681786,9.385347366
521,17060103,10,,1,,6/29/2021 14:08,6/29/2021 14:08,Upland (non-valley bottom),3,11.34050004,Large,21.76039696,43.00894928,5.430946827,21.9382267
522,17060103,10,,1,,6/29/2021 14:08,6/29/2021 14:08,Upland (non-valley bottom),3,11.34050004,Large,12.6724577,50.15662003,6.593653202,12.78914261
523,17060103,10,,1,,6/29/2021 14:08,6/29/2021 14:08,Upland (non-valley bottom),3,11.34050004,Large,103.3650589,275.2572937,4.188536644,12.56198883
524,17060103,1,,1,,6/29/2021 14:08,6/29/2021 14:08,Estimated Active Channel,4,15.22299996,Large,0,0,16.59383202,3.946602583
525,17060103,3,,1,,6/29/2021 14:08,6/29/2021 14:08,Likely Active Floodplain,4,15.22299996,Large,0,8.601790428,7.510292053,8.364340782
526,17060103,3,,1,,6/29/2021 14:08,6/29/2021 14:08,Likely Active Floodplain,4,15.22299996,Large,0,17.20358086,8.568031311,17.23226166
527,17060103,6,,1,,6/29/2021 14:08,6/29/2021 14:08,Plausible Valley Bottom Extent,4,15.22299996,Large,0,46.32205582,7.972905159,16.77739334
528,17060103,10,,1,,6/29/2021 14:08,6/29/2021 14:08,Upland (non-valley bottom),4,15.22299996,Large,35.08389282,116.9970016,9.935069084,3.780547142
529,17060103,6,,1,,6/29/2021 14:08,6/29/2021 14:08,Plausible Valley Bottom Extent,4,15.22299996,Large,0,57.70256042,6.033198833,14.3976202
530,17060103,4,,1,,6/29/2021 14:08,6/29/2021 14:08,Possible Active Floodplain,4,15.22299996,Large,0,24.32953644,6.460411072,8.742819786
531,17060103,4,,1,,6/29/2021 14:08,6/29/2021 14:08,Possible Active Floodplain,6,393.8520998,Large,0,46.32205582,10.53327656,6.099375725
532,17060103,4,,1,,6/29/2021 14:08,6/29/2021 14:08,Possible Active Floodplain,6,393.8520998,Large,0,8.601790428,15.04346848,0.0051811
533,17060103,1,,1,,6/29/2021 14:08,6/29/2021 14:08,Estimated Active Channel,6,393.8520998,Large,0,0,-1,0.349411428
534,17060103,5,,1,,6/29/2021 14:08,6/29/2021 14:08,Possible Inactive Floodplain,6,393.8520998,Large,0,55.07833481,6.257362366,10.28041363
535,17060103,6,,1,,6/29/2021 14:08,6/29/2021 14:08,Plausible Valley Bottom Extent,6,393.6787998,Large,0,115.4051208,5.515514374,15.29077053
536,17060103,10,,1,,6/29/2021 14:08,6/29/2021 14:08,Upland (non-valley bottom),6,393.6787998,Large,48.48003387,65.50928497,3.674500465,44.61410522
537,17060103,10,,1,,6/29/2021 14:08,6/29/2021 14:08,Upland (non-valley bottom),6,393.6787998,Large,27.08609009,138.699707,4.765554905,24.14511681
538,17060103,10,,1,,6/29/2021 14:08,6/29/2021 14:08,Upland (non-valley bottom),1,1.71370001,Large,0,73.99539948,4.029516697,0.203736648
539,17060103,1,,1,,6/29/2021 14:08,6/29/2021 14:08,Estimated Active Channel,1,1.71370001,Large,0,0,14.6031065,0.204491243
540,17060103,4,,1,,6/29/2021 14:08,6/29/2021 14:08,Possible Active Floodplain,1,1.71370001,Large,0,12.16476822,5.295571327,0.213381365
541,17060103,1,,1,,6/29/2021 14:08,6/29/2021 14:08,Estimated Active Channel,1,1.71370001,Large,0,73.99539948,4.029516697,0.214055762
542,17060103,1,,1,,6/29/2021 14:08,6/29/2021 14:08,Estimated Active Channel,6,393.6929998,Large,0,0,9.440434456,5.542758942
543,17060103,2,,1,,6/29/2021 14:08,6/29/2021 14:08,Highly Likely Active Floodplain,6,393.8520998,Large,0,8.601790428,5.171523094,2.651178598
544,17060103,2,,1,,6/29/2021 14:08,6/29/2021 14:08,Highly Likely Active Floodplain,6,393.8715998,Large,0,12.16476822,13.18756008,4.596286774
545,17060103,2,,1,,6/29/2021 14:08,6/29/2021 14:08,Highly Likely Active Floodplain,1,0.40540002,Large,0,0,4.615025997,0.218954206
546,17060103,2,,1,,6/29/2021 14:08,6/29/2021 14:08,Highly Likely Active Floodplain,6,396.8088998,Large,0,19.23418808,8.901139259,3.786082029
547,17060103,2,,1,,6/29/2021 14:08,6/29/2021 14:08,Highly Likely Active Floodplain,6,396.8088998,Large,0,51.61074066,6.47094965,7.976166248
548,17060103,2,,1,,6/29/2021 14:08,6/29/2021 14:08,Highly Likely Active Floodplain,6,396.8088998,Large,0,8.601790428,7.497292995,0.666342199
549,17060103,1,,1,,6/29/2021 14:08,6/29/2021 14:08,Estimated Active Channel,6,396.8088998,Large,0,0,-1,0.00890824
550,17060103,1,,1,,6/29/2021 14:08,6/29/2021 14:08,Estimated Active Channel,6,396.8088998,Large,0,0,-1,1.48067534
551,17060103,5,,1,,6/29/2021 14:08,6/29/2021 14:08,Possible Inactive Floodplain,6,396.8088998,Large,0,77.41610718,3.651637793,32.8527565
552,17060103,10,,1,,6/29/2021 14:08,6/29/2021 14:08,Upland (non-valley bottom),6,396.8088998,Large,34.37306213,103.2214813,3.811458588,38.41991425
553,17060103,1,,1,,6/29/2021 14:16,6/29/2021 14:16,Estimated Active Channel,6,382.9619999,Large,0,0,6.25326252,3.233537436
554,17060103,2,,1,,6/29/2021 14:16,6/29/2021 14:16,Highly Likely Active Floodplain,6,382.9619999,Large,0,19.23418808,8.281885147,4.335153103
555,17060103,3,,1,,6/29/2021 14:16,6/29/2021 14:16,Likely Active Floodplain,6,382.9619999,Large,0,54.40250015,10.30967045,7.595862389
556,17060103,3,,1,,6/29/2021 14:16,6/29/2021 14:16,Likely Active Floodplain,6,382.9619999,Large,0,24.32953644,-1,3.034372568
557,17060103,5,,1,,6/29/2021 14:16,6/29/2021 14:16,Possible Inactive Floodplain,6,382.9619999,Large,0,48.65907288,9.40994072,13.7327795
558,17060103,10,,1,,6/29/2021 14:16,6/29/2021 14:16,Upland (non-valley bottom),6,382.9619999,Large,31.68856239,111.8232727,4.873650074,29.39196587
559,17060103,10,,1,,6/29/2021 14:16,6/29/2021 14:16,Upland (non-valley bottom),6,382.9619999,Large,17.51193237,72.98860931,4.233027935,38.40359116
560,17060103,1,,1,,6/29/2021 14:16,6/29/2021 14:16,Estimated Active Channel,6,331.1438999,Large,0,0,8.139093399,8.695539474
561,17060103,1,,1,,6/29/2021 14:16,6/29/2021 14:16,Estimated Active Channel,6,331.1438999,Large,0,0,7.330935001,20.65660286
562,17060103,10,,1,,6/29/2021 14:16,6/29/2021 14:16,Upland (non-valley bottom),6,331.1438999,Large,20.61944962,31.01419449,5.308716774,34.29909897
563,17060103,1,,1,,6/29/2021 14:16,6/29/2021 14:16,Estimated Active Channel,6,272.4681,Large,0,8.601790428,4.917176247,34.68448257
564,17060103,8,,1,,6/29/2021 14:16,6/29/2021 14:16,Very Unlikely Valley Bottom Extent,6,272.4681,Large,26.9792614,31.01419449,4.758215904,36.76550293
565,17060103,10,,1,,6/29/2021 14:16,6/29/2021 14:16,Upland (non-valley bottom),6,272.4681,Large,72.76810455,91.43828583,4.857479095,21.89634705
566,17060103,2,,1,,6/29/2021 14:16,6/29/2021 14:16,Highly Likely Active Floodplain,6,272.4681,Large,0,17.20358086,8.663788795,1.338123322
567,17060103,3,,1,,6/29/2021 14:16,6/29/2021 14:16,Likely Active Floodplain,1,0.04750001,Large,0,43.00894928,6.909124374,0.220968872
568,17060103,4,,1,,6/29/2021 14:16,6/29/2021 14:16,Possible Active Floodplain,1,0.04750001,Large,0,0,6.638240337,0.227580562
569,17060103,2,,1,,6/29/2021 14:16,6/29/2021 14:16,Highly Likely Active Floodplain,1,0.04750001,Large,0,8.601790428,7.385718346,0.231854782
570,17060103,2,,1,,6/29/2021 14:16,6/29/2021 14:16,Highly Likely Active Floodplain,6,331.1438999,Large,0,19.23418808,7.797986507,4.282160282
571,17060103,2,,1,,6/29/2021 14:16,6/29/2021 14:16,Highly Likely Active Floodplain,6,331.1438999,Large,0,19.23418808,10.17844296,1.249668717
572,17060103,4,,1,,6/29/2021 14:16,6/29/2021 14:16,Possible Active Floodplain,6,331.1438999,Large,0,54.40250015,9.412430763,1.848429084
573,17060103,4,,1,,6/29/2021 14:16,6/29/2021 14:16,Possible Active Floodplain,3,0.16469999,Large,0,38.46837616,7.128254414,2.906253338
574,17060103,6,,1,,6/29/2021 14:16,6/29/2021 14:16,Plausible Valley Bottom Extent,2,0.0779,Large,0,8.601790428,8.147872925,2.665387392
575,17060103,6,,1,,6/29/2021 14:16,6/29/2021 14:16,Plausible Valley Bottom Extent,6,331.1438999,Large,0,19.23418808,6.280192852,38.41551971
576,17060103,3,,1,,6/29/2021 14:16,6/29/2021 14:16,Likely Active Floodplain,6,331.1438999,Large,0,19.23418808,10.71997261,0.834275424
577,17060103,10,,1,,6/29/2021 14:16,6/29/2021 14:16,Upland (non-valley bottom),2,0.0779,Large,22.3622818,19.23418808,4.792016983,33.70818329
578,17060103,10,,1,,6/29/2021 14:16,6/29/2021 14:16,Upland (non-valley bottom),2,0.07660001,Large,23.62993431,38.46837616,4.468049526,24.4015789
579,17060103,5,,1,,6/29/2021 14:16,6/29/2021 14:16,Possible Inactive Floodplain,4,58.16209999,Large,0,77.41610718,4.415123463,35.66172409
580,17060103,10,,1,,6/29/2021 14:16,6/29/2021 14:16,Upland (non-valley bottom),1,0.0801,Large,0,55.07833481,3.696398258,0.238555938
581,17060103,1,,1,,6/29/2021 14:16,6/29/2021 14:16,Estimated Active Channel,4,57.94039996,Large,0,0,-1,2.450111389
582,17060103,5,,1,,6/29/2021 14:16,6/29/2021 14:16,Possible Inactive Floodplain,4,58.16209999,Large,0,25.80537033,7.407512188,5.782923698
583,17060103,5,,1,,6/29/2021 14:16,6/29/2021 14:16,Possible Inactive Floodplain,4,58.16209999,Large,0,34.40716171,5.941795826,8.186033249
584,17060103,3,,1,,6/29/2021 14:16,6/29/2021 14:16,Likely Active Floodplain,4,58.16209999,Large,0,0,9.595783234,4.231737614
585,17060103,3,,1,,6/29/2021 14:16,6/29/2021 14:16,Likely Active Floodplain,4,57.94039996,Large,0,8.601790428,-1,2.271968126
586,17060103,2,,1,,6/29/2021 14:16,6/29/2021 14:16,Highly Likely Active Floodplain,4,57.94039996,Large,0,8.601790428,4.641606331,38.59199905
587,17060103,6,,1,,6/29/2021 14:16,6/29/2021 14:16,Plausible Valley Bottom Extent,2,0.07660001,Large,0,8.601790428,6.828122139,8.679256439
588,17060103,6,,1,,6/29/2021 14:16,6/29/2021 14:16,Plausible Valley Bottom Extent,4,58.02509996,Large,0,50.15662003,5.637089729,33.4937706
589,17060103,1,,1,,6/29/2021 14:27,6/29/2021 14:27,Estimated Active Channel,4,48.33159996,Large,0,0,-1,1.270443559
590,17060103,1,,1,,6/29/2021 14:27,6/29/2021 14:27,Estimated Active Channel,4,48.33159996,Large,0,0,5.655526638,15.96782494
591,17060103,5,,1,,6/29/2021 14:27,6/29/2021 14:27,Possible Inactive Floodplain,4,48.33159996,Large,0,0,7.82638979,7.860023975
592,17060103,5,,1,,6/29/2021 14:27,6/29/2021 14:27,Possible Inactive Floodplain,4,48.33159996,Large,0,17.20358086,6.339599609,24.68004227
593,17060103,10,,1,,6/29/2021 14:27,6/29/2021 14:27,Upland (non-valley bottom),4,48.33159996,Large,24.87852478,43.00894928,5.607021332,33.35303116
594,17060103,6,,1,,6/29/2021 14:27,6/29/2021 14:27,Plausible Valley Bottom Extent,4,48.33159996,Large,0,25.80537033,5.850734234,30.25386429
595,17060103,6,,1,,6/29/2021 14:27,6/29/2021 14:27,Plausible Valley Bottom Extent,4,48.33159996,Large,0,17.20358086,7.412336349,7.820394039
596,17060103,10,,1,,6/29/2021 14:27,6/29/2021 14:27,Upland (non-valley bottom),4,48.33159996,Large,15.40949821,43.00894928,5.27693224,35.20937729
597,17060103,5,,1,,6/29/2021 14:27,6/29/2021 14:27,Possible Inactive Floodplain,4,48.33159996,Large,0,17.20358086,9.17072773,4.029783726
598,17060103,1,,1,,6/29/2021 14:27,6/29/2021 14:27,Estimated Active Channel,4,46.57239998,Large,0,0,7.446438313,5.473329544
599,17060103,3,,1,,6/29/2021 14:27,6/29/2021 14:27,Likely Active Floodplain,4,46.57239998,Large,0,0,-1,2.491358042
600,17060103,6,,1,,6/29/2021 14:27,6/29/2021 14:27,Plausible Valley Bottom Extent,4,46.57239998,Large,0,17.20358086,6.604774475,11.79206944
601,17060103,4,,1,,6/29/2021 14:27,6/29/2021 14:27,Possible Active Floodplain,4,46.57239998,Large,0,17.20358086,7.316391468,8.27900219
602,17060103,6,,1,,6/29/2021 14:27,6/29/2021 14:27,Plausible Valley Bottom Extent,4,46.57239998,Large,0,43.00894928,5.29786396,36.48608017
603,17060103,10,,1,,6/29/2021 14:27,6/29/2021 14:27,Upland (non-valley bottom),4,46.57239998,Large,5.691640377,25.80537033,6.896108627,19.02185822
604,17060103,10,,1,,6/29/2021 14:27,6/29/2021 14:27,Upland (non-valley bottom),4,46.57239998,Large,42.67381668,77.41610718,4.970377445,33.24369812
605,10190010,1,,6,,6/29/2021 17:11,6/29/2021 17:11,Estimated Active Channel,3,40.92459998,Large,0,13.9872179,5.984081745,10.49108791
606,10190010,1,,6,,6/29/2021 17:11,6/29/2021 17:11,Estimated Active Channel,3,40.92459998,Large,0,0,10.47558117,2.197147131
607,10190010,8,,6,,6/29/2021 17:11,6/29/2021 17:11,Very Unlikely Valley Bottom Extent,3,40.92459998,Large,56.04679871,364.7420349,4.851785183,19.8312149
608,10190010,1,,6,,6/29/2021 17:11,6/29/2021 17:11,Estimated Active Channel,3,38.04799999,Large,0,0,8.388706207,3.339929581
609,10190010,1,,6,,6/29/2021 17:11,6/29/2021 17:11,Estimated Active Channel,3,38.04799999,Large,0,0,-1,1.848476052
610,10190010,2,,6,,6/29/2021 17:11,6/29/2021 17:11,Highly Likely Active Floodplain,3,38.04799999,Large,0,0,-1,1.417887568
611,10190010,2,,6,,6/29/2021 17:11,6/29/2021 17:11,Highly Likely Active Floodplain,3,40.92459998,Large,0,0,-1,2.465873003
612,10190010,1,,6,,6/29/2021 17:11,6/29/2021 17:11,Estimated Active Channel,3,40.92459998,Large,0,9.8904562,5.590744972,11.28061581
613,10190010,8,,6,,6/29/2021 17:11,6/29/2021 17:11,Very Unlikely Valley Bottom Extent,3,38.04799999,Large,17.0318737,66.34719849,5.637600899,12.83872604
614,10190010,10,,6,,6/29/2021 17:11,6/29/2021 17:11,Upland (non-valley bottom),3,38.01179999,Large,25.4088192,140.569809,5.923376083,16.61377335
615,10190010,10,,6,,6/29/2021 17:11,6/29/2021 17:11,Upland (non-valley bottom),3,34.35390001,Large,49.76385117,244.2762451,5.115068436,20.84551811
616,10190010,1,,6,,6/29/2021 17:11,6/29/2021 17:11,Estimated Active Channel,3,37.97279999,Large,0,0,-1,0.042307809
617,10190010,1,,6,,6/29/2021 17:11,6/29/2021 17:11,Estimated Active Channel,3,37.97279999,Large,0,0,-1,0.002037371
618,10190010,1,,6,,6/29/2021 17:11,6/29/2021 17:11,Estimated Active Channel,3,34.35390001,Large,0,0,10.36061764,0.169711098
619,10190010,1,,6,,6/29/2021 17:11,6/29/2021 17:11,Estimated Active Channel,3,37.97279999,Large,0,0,-1,0.031752199
623,10190010,1,,6,,6/29/2021 17:11,6/29/2021 17:11,Estimated Active Channel,3,34.35390001,Large,0,13.9872179,5.727729797,1.373735785
624,10190010,1,,6,,6/29/2021 17:11,6/29/2021 17:11,Estimated Active Channel,3,34.35390001,Large,0,0,7.72593832,0.735064387
625,10190010,1,,6,,6/29/2021 17:11,6/29/2021 17:11,Estimated Active Channel,3,34.35390001,Large,0,9.8904562,6.416779041,2.281999111
627,10190010,1,,6,,6/29/2021 17:11,6/29/2021 17:11,Estimated Active Channel,3,34.35390001,Large,0,9.8904562,6.227626324,7.152026176
630,10190010,2,,6,,6/29/2021 17:11,6/29/2021 17:11,Highly Likely Active Floodplain,3,33.18969998,Large,0,19.7809124,5.324251175,16.50109291
631,10190010,2,,6,,6/29/2021 17:11,6/29/2021 17:11,Highly Likely Active Floodplain,3,33.18969998,Large,0,9.8904562,8.34695816,8.392175674
632,10190010,1,,6,,6/29/2021 17:11,6/29/2021 17:11,Estimated Active Channel,3,33.18969998,Large,0,9.8904562,-1,3.007490158
633,10190010,1,,6,,6/29/2021 17:11,6/29/2021 17:11,Estimated Active Channel,3,33.18969998,Large,0,9.8904562,9.295305252,2.205458641
635,10190010,10,,6,,6/29/2021 17:11,6/29/2021 17:11,Upland (non-valley bottom),3,34.35390001,Large,35.70602036,119.0968704,4.153441906,17.85987282
636,10190010,10,,6,,6/29/2021 17:11,6/29/2021 17:11,Upland (non-valley bottom),2,2.19739998,Large,12.67949581,128.95578,6.26732111,3.978899002
637,10190010,10,,6,,6/29/2021 17:11,6/29/2021 17:11,Upland (non-valley bottom),2,2.19739998,Large,9.671423912,132.694397,5.765509605,6.203085423
638,10190010,10,,6,,6/29/2021 17:11,6/29/2021 17:11,Upland (non-valley bottom),2,2.19739998,Large,8.047064781,128.5759277,8.034888268,1.648543715
639,10190010,10,,6,,6/29/2021 17:11,6/29/2021 17:11,Upland (non-valley bottom),2,2.19739998,Large,7.39281559,120.3225937,5.877599716,8.482446671
640,10190010,10,,6,,6/29/2021 17:11,6/29/2021 17:11,Upland (non-valley bottom),1,0.89949997,Large,0,91.18550873,3.839928865,0.238981187
641,10190010,10,,6,,6/29/2021 17:11,6/29/2021 17:11,Upland (non-valley bottom),2,2.19739998,Large,11.94799137,138.8191681,4.413765907,15.90327644
642,10190010,10,,6,,6/29/2021 17:11,6/29/2021 17:11,Upland (non-valley bottom),1,0.33419999,Large,0,305.3252869,5.288759708,0.24266459
643,10190010,10,,6,,6/29/2021 17:11,6/29/2021 17:11,Upland (non-valley bottom),2,2.19739998,Large,28.06615639,388.8848877,5.2706213,6.63941288
644,10190010,1,,6,,6/29/2021 17:11,6/29/2021 17:11,Estimated Active Channel,2,2.19739998,Large,0,0,15.78019714,1.135724664
645,10190010,10,,6,,6/29/2021 17:11,6/29/2021 17:11,Upland (non-valley bottom),2,3.5253,Large,16.62896729,375.9674988,6.962073803,5.207937717
646,10190010,10,,6,,6/29/2021 17:11,6/29/2021 17:11,Upland (non-valley bottom),2,3.5253,Large,18.80328369,474.8449402,6.381911278,5.354755402
647,10190010,10,,6,,6/29/2021 17:11,6/29/2021 17:11,Upland (non-valley bottom),2,3.5253,Large,17.4028244,185.8248138,4.34358263,8.143515587
648,10190010,1,,6,,6/29/2021 17:11,6/29/2021 17:11,Estimated Active Channel,3,33.18969998,Large,0,9.8904562,6.680943489,1.095359325
649,10190010,1,,6,,6/29/2021 17:11,6/29/2021 17:11,Estimated Active Channel,3,33.18969998,Large,0,0,-1,0.4801296
